"Target","Source","Year","Weight"
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","JOURNAL OF TIME SERIES ANALYSIS",2009,4
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","JOURNAL OF TIME SERIES ANALYSIS",2010,4
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","JOURNAL OF TIME SERIES ANALYSIS",2011,10
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","JOURNAL OF TIME SERIES ANALYSIS",2012,13
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","JOURNAL OF TIME SERIES ANALYSIS",2013,7
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","JOURNAL OF TIME SERIES ANALYSIS",2014,7
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","JOURNAL OF TIME SERIES ANALYSIS",2015,12
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","JOURNAL OF TIME SERIES ANALYSIS",2016,8
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","JOURNAL OF TIME SERIES ANALYSIS",2017,7
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","JOURNAL OF TIME SERIES ANALYSIS",2018,15
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","JOURNAL OF TIME SERIES ANALYSIS",2019,18
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","JOURNAL OF TIME SERIES ANALYSIS",2020,11
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","JOURNAL OF TIME SERIES ANALYSIS",2021,10
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","R JOURNAL",2009,2
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","R JOURNAL",2010,1
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","R JOURNAL",2011,3
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","R JOURNAL",2013,3
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","R JOURNAL",2014,7
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","R JOURNAL",2015,5
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","R JOURNAL",2016,16
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","R JOURNAL",2017,17
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","R JOURNAL",2018,19
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","R JOURNAL",2019,15
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","R JOURNAL",2020,12
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","R JOURNAL",2021,12
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SCANDINAVIAN JOURNAL OF STATISTICS",1992,2
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SCANDINAVIAN JOURNAL OF STATISTICS",1994,3
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SCANDINAVIAN JOURNAL OF STATISTICS",1996,3
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SCANDINAVIAN JOURNAL OF STATISTICS",1997,2
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SCANDINAVIAN JOURNAL OF STATISTICS",1998,2
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SCANDINAVIAN JOURNAL OF STATISTICS",1999,7
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SCANDINAVIAN JOURNAL OF STATISTICS",2000,4
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SCANDINAVIAN JOURNAL OF STATISTICS",2001,1
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SCANDINAVIAN JOURNAL OF STATISTICS",2002,2
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SCANDINAVIAN JOURNAL OF STATISTICS",2003,5
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SCANDINAVIAN JOURNAL OF STATISTICS",2004,7
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SCANDINAVIAN JOURNAL OF STATISTICS",2005,7
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SCANDINAVIAN JOURNAL OF STATISTICS",2006,2
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SCANDINAVIAN JOURNAL OF STATISTICS",2007,7
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SCANDINAVIAN JOURNAL OF STATISTICS",2008,11
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SCANDINAVIAN JOURNAL OF STATISTICS",2009,5
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SCANDINAVIAN JOURNAL OF STATISTICS",2010,8
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SCANDINAVIAN JOURNAL OF STATISTICS",2011,4
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SCANDINAVIAN JOURNAL OF STATISTICS",2012,6
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SCANDINAVIAN JOURNAL OF STATISTICS",2013,11
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SCANDINAVIAN JOURNAL OF STATISTICS",2014,21
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SCANDINAVIAN JOURNAL OF STATISTICS",2015,16
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SCANDINAVIAN JOURNAL OF STATISTICS",2016,23
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SCANDINAVIAN JOURNAL OF STATISTICS",2017,15
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SCANDINAVIAN JOURNAL OF STATISTICS",2018,18
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SCANDINAVIAN JOURNAL OF STATISTICS",2019,31
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SCANDINAVIAN JOURNAL OF STATISTICS",2020,29
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SCANDINAVIAN JOURNAL OF STATISTICS",2021,29
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SPATIAL STATISTICS",2012,9
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SPATIAL STATISTICS",2013,5
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SPATIAL STATISTICS",2014,3
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SPATIAL STATISTICS",2015,15
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SPATIAL STATISTICS",2016,29
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SPATIAL STATISTICS",2017,37
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SPATIAL STATISTICS",2018,31
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SPATIAL STATISTICS",2019,15
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SPATIAL STATISTICS",2020,17
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","SPATIAL STATISTICS",2021,6
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICA SINICA",1993,1
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICA SINICA",1994,1
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICA SINICA",1995,5
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICA SINICA",1996,1
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICA SINICA",1997,5
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICA SINICA",1998,4
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICA SINICA",1999,3
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICA SINICA",2000,3
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICA SINICA",2001,2
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICA SINICA",2002,6
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICA SINICA",2003,3
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICA SINICA",2004,9
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICA SINICA",2005,2
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICA SINICA",2006,4
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICA SINICA",2007,9
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICA SINICA",2008,8
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICA SINICA",2009,21
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICA SINICA",2010,7
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICA SINICA",2011,18
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICA SINICA",2012,10
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICA SINICA",2013,7
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICA SINICA",2014,16
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICA SINICA",2015,27
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICA SINICA",2016,10
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICA SINICA",2017,14
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICA SINICA",2018,31
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICA SINICA",2019,38
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICA SINICA",2020,20
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL ANALYSIS AND DATA MINING",2013,6
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL ANALYSIS AND DATA MINING",2014,5
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL ANALYSIS AND DATA MINING",2015,10
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL ANALYSIS AND DATA MINING",2016,4
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL ANALYSIS AND DATA MINING",2017,12
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL ANALYSIS AND DATA MINING",2018,2
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL ANALYSIS AND DATA MINING",2019,18
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL ANALYSIS AND DATA MINING",2020,5
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL METHODOLOGY",2011,14
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL METHODOLOGY",2012,27
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL METHODOLOGY",2013,18
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL METHODOLOGY",2014,10
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL METHODOLOGY",2015,26
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL METHODOLOGY",2016,27
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL METHODOLOGY",2017,10
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL METHODS AND APPLICATIONS",2007,4
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL METHODS AND APPLICATIONS",2008,7
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL METHODS AND APPLICATIONS",2009,7
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL METHODS AND APPLICATIONS",2010,20
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL METHODS AND APPLICATIONS",2011,6
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL METHODS AND APPLICATIONS",2012,17
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL METHODS AND APPLICATIONS",2013,16
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL METHODS AND APPLICATIONS",2014,11
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL METHODS AND APPLICATIONS",2015,25
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL METHODS AND APPLICATIONS",2016,11
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL METHODS AND APPLICATIONS",2017,18
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL METHODS AND APPLICATIONS",2018,19
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL METHODS AND APPLICATIONS",2019,22
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL METHODS AND APPLICATIONS",2020,39
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL MODELLING",2001,2
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL MODELLING",2002,1
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL MODELLING",2003,7
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL MODELLING",2004,3
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL MODELLING",2005,7
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL MODELLING",2006,1
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL MODELLING",2007,6
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL MODELLING",2008,6
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL MODELLING",2009,3
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL MODELLING",2010,15
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL MODELLING",2011,15
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL MODELLING",2012,19
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL MODELLING",2013,13
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL MODELLING",2014,27
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL MODELLING",2015,23
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL MODELLING",2016,18
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL MODELLING",2017,18
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL MODELLING",2018,13
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL MODELLING",2019,30
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL MODELLING",2020,33
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL MODELLING",2021,4
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL SCIENCE",1993,1
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL SCIENCE",1996,1
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL SCIENCE",2002,2
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL SCIENCE",2003,1
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL SCIENCE",2004,1
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL SCIENCE",2007,6
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL SCIENCE",2008,2
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL SCIENCE",2009,5
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL SCIENCE",2010,6
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL SCIENCE",2011,4
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL SCIENCE",2012,3
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL SCIENCE",2013,8
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL SCIENCE",2014,5
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL SCIENCE",2015,9
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL SCIENCE",2016,8
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL SCIENCE",2017,11
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL SCIENCE",2018,10
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL SCIENCE",2019,15
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICAL SCIENCE",2020,6
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS",1995,1
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS",1996,1
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS",1998,2
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS",1999,2
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS",2000,2
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS",2001,6
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS",2002,1
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS",2003,2
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS",2004,2
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS",2005,2
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS",2006,3
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS",2007,6
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS",2008,5
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS",2009,5
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS",2010,6
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS",2011,8
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS",2012,7
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS",2013,45
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS",2014,38
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS",2015,34
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS",2016,46
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS",2017,25
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS",2018,18
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS",2019,32
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS",2020,27
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS",2021,3
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",1986,2
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",1987,1
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",1988,2
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",1989,1
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",1990,3
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",1991,1
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",1992,2
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",1994,3
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",1995,4
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",1996,1
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",1997,1
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",1998,4
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",1999,2
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",2000,5
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",2001,3
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",2002,3
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",2003,9
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",2004,1
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",2005,8
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",2006,13
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",2007,7
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",2008,20
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",2009,21
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",2010,18
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",2011,24
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",2012,28
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",2013,41
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",2014,33
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",2015,60
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",2016,47
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",2017,27
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",2018,19
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",2019,26
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS & PROBABILITY LETTERS",2020,14
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS AND COMPUTING",1993,4
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS AND COMPUTING",1994,2
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS AND COMPUTING",1995,4
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS AND COMPUTING",1996,3
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS AND COMPUTING",1997,3
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS AND COMPUTING",1998,2
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS AND COMPUTING",1999,5
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS AND COMPUTING",2000,5
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS AND COMPUTING",2001,4
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS AND COMPUTING",2002,4
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS AND COMPUTING",2003,5
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS AND COMPUTING",2004,5
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS AND COMPUTING",2005,3
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS AND COMPUTING",2006,4
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS AND COMPUTING",2007,7
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS AND COMPUTING",2008,13
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS AND COMPUTING",2009,27
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS AND COMPUTING",2010,26
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS AND COMPUTING",2011,78
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS AND COMPUTING",2012,34
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS AND COMPUTING",2013,39
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS AND COMPUTING",2014,78
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS AND COMPUTING",2015,60
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS AND COMPUTING",2016,58
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS AND COMPUTING",2017,72
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS AND COMPUTING",2018,58
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS AND COMPUTING",2019,42
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","STATISTICS AND COMPUTING",2020,86
"ELECTRONIC JOURNAL OF STATISTICS","ADVANCES IN DATA ANALYSIS AND CLASSIFICATION",2018,2
"ELECTRONIC JOURNAL OF STATISTICS","ADVANCES IN DATA ANALYSIS AND CLASSIFICATION",2019,1
"ELECTRONIC JOURNAL OF STATISTICS","ADVANCES IN DATA ANALYSIS AND CLASSIFICATION",2020,3
"ELECTRONIC JOURNAL OF STATISTICS","ADVANCES IN DATA ANALYSIS AND CLASSIFICATION",2021,1
"ELECTRONIC JOURNAL OF STATISTICS","AMERICAN STATISTICIAN",2009,1
"ELECTRONIC JOURNAL OF STATISTICS","AMERICAN STATISTICIAN",2011,1
"ELECTRONIC JOURNAL OF STATISTICS","AMERICAN STATISTICIAN",2016,1
"ELECTRONIC JOURNAL OF STATISTICS","AMERICAN STATISTICIAN",2017,2
"ELECTRONIC JOURNAL OF STATISTICS","AMERICAN STATISTICIAN",2018,1
"ELECTRONIC JOURNAL OF STATISTICS","AMERICAN STATISTICIAN",2019,3
"ELECTRONIC JOURNAL OF STATISTICS","AMERICAN STATISTICIAN",2020,3
"ELECTRONIC JOURNAL OF STATISTICS","AMERICAN STATISTICIAN",2021,2
"ELECTRONIC JOURNAL OF STATISTICS","ANNALS OF APPLIED STATISTICS",2008,1
"ELECTRONIC JOURNAL OF STATISTICS","ANNALS OF APPLIED STATISTICS",2009,2
"ELECTRONIC JOURNAL OF STATISTICS","ANNALS OF APPLIED STATISTICS",2010,4
"ELECTRONIC JOURNAL OF STATISTICS","ANNALS OF APPLIED STATISTICS",2011,5
"ELECTRONIC JOURNAL OF STATISTICS","ANNALS OF APPLIED STATISTICS",2012,1
"ELECTRONIC JOURNAL OF STATISTICS","ANNALS OF APPLIED STATISTICS",2013,9
"ELECTRONIC JOURNAL OF STATISTICS","ANNALS OF APPLIED STATISTICS",2014,14
"ELECTRONIC JOURNAL OF STATISTICS","ANNALS OF APPLIED STATISTICS",2015,6
"ELECTRONIC JOURNAL OF STATISTICS","ANNALS OF APPLIED STATISTICS",2016,2
"ELECTRONIC JOURNAL OF STATISTICS","ANNALS OF APPLIED STATISTICS",2017,11
"ELECTRONIC JOURNAL OF STATISTICS","ANNALS OF APPLIED STATISTICS",2018,15
"ELECTRONIC JOURNAL OF STATISTICS","ANNALS OF APPLIED STATISTICS",2019,2
"ELECTRONIC JOURNAL OF STATISTICS","ANNALS OF APPLIED STATISTICS",2020,15
"ELECTRONIC JOURNAL OF STATISTICS","ANNALS OF APPLIED STATISTICS",2021,9
"ELECTRONIC JOURNAL OF STATISTICS","ANNALS OF STATISTICS",2008,1
"ELECTRONIC JOURNAL OF STATISTICS","ANNALS OF STATISTICS",2009,8
"ELECTRONIC JOURNAL OF STATISTICS","ANNALS OF STATISTICS",2010,16
"ELECTRONIC JOURNAL OF STATISTICS","ANNALS OF STATISTICS",2011,14
"ELECTRONIC JOURNAL OF STATISTICS","ANNALS OF STATISTICS",2012,22
"ELECTRONIC JOURNAL OF STATISTICS","ANNALS OF STATISTICS",2013,35
"ELECTRONIC JOURNAL OF STATISTICS","ANNALS OF STATISTICS",2014,22
